Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Bruce,Holt,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",90 - 25,90 - 1000000,VP of Accounting,
Carlton M,Higbie,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",91 - 25,91 - 1000000,VP of Accounting,
Cadu,Villela,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",92 - 25,92 - 1000000,VP of Accounting,
Carl,Higbie,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",93 - 25,93 - 1000000,VP of Accounting,
Carl,Shaw,Vice President of Accounting,dianne.bascom@uni.edu,Halliburton Company,www.halliburton.com,1.281.575.3000,3000 N Sam Houston Pkwy E,Houston,New York,TX,77032-3219,United States,"Energy & Utilities, Energy & Utilities Other Manufacturing, Chemicals and Petrochemicals Energy & Utilities, Gas and Electric Utilities",94 - 25,94 - 1000000,VP of Accounting,
Carlton,Higbie,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",95 - 25,95 - 1000000,VP of Accounting,
Carol,Nieckarz,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",96 - 25,96 - 1000000,VP of Accounting,
Carrie,Horlings,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",97 - 25,97 - 1000000,VP of Accounting,
Chris,Eissinger,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",98 - 25,98 - 1000000,VP of Accounting,
Christopher S,Jennings,Vice President of Accounting,dianne.bascom@uni.edu,Virginia Asset Group,www.virginiaassetgroup.com,1.757.747.2556,"2901 S Lynnhaven Rd Virginia Beach, VA23452-8505",Virginia Beach,New York,VA,23452-8505,United States,"Financial Services, Personal Financial Planning and Private Banking",99 - 25,99 - 1000000,VP of Accounting,
Connie,Shoemaker,Vice President of Accounting,dianne.bascom@uni.edu,SWBC,www.swbc.com,1.210.525.1241,"9311 San Pedro Ave San Antonio, TX78216-4459",San Antonio,New York,TX,78216-4459,United States,"Financial Services, Insurance and Risk Management",100 - 25,100 - 1000000,VP of Accounting,
David,Zeng,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",101 - 25,101 - 1000000,VP of Accounting,
Danielle,Klimash,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",102 - 25,102 - 1000000,VP of Accounting,
David,Begala,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",103 - 25,103 - 1000000,VP of Accounting,
David,Gray,Vice President of Accounting,dianne.bascom@uni.edu,Guaranteed Rate,www.guaranteedrate.com,1.773.290.0505,3940 N Ravenswood Ave,Chicago,New York,IL,60613-2420,United States,"Financial Services, Lending and Mortgage",104 - 25,104 - 1000000,VP of Accounting,
Della,Moody-Davis,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",105 - 25,105 - 1000000,VP of Accounting,
Derek,Degrass,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",106 - 25,106 - 1000000,VP of Accounting,
Donald,Morgan,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",107 - 25,107 - 1000000,VP of Accounting,
Doug,Ray,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",108 - 25,108 - 1000000,VP of Accounting,
Douglas,Bowne,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",109 - 25,109 - 1000000,VP of Accounting,
Eric,Ayarzagoitia Trevino,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",110 - 25,110 - 1000000,VP of Accounting,
Eric,Christensen,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",111 - 25,111 - 1000000,VP of Accounting,
Ford,Poston,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",112 - 25,112 - 1000000,VP of Accounting,
Frederick,Lawrence,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",113 - 25,113 - 1000000,VP of Accounting,
Frederik,Ramos,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",114 - 25,114 - 1000000,VP of Accounting,
Gale,Jr,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",115 - 25,115 - 1000000,VP of Accounting,
Gary,Ronkin,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",116 - 25,116 - 1000000,VP of Accounting,
Geoffrey,Palmer,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",117 - 25,117 - 1000000,VP of Accounting,
George,Mayer,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",118 - 25,118 - 1000000,VP of Accounting,
Georgette,Lockwood,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",119 - 25,119 - 1000000,VP of Accounting,
Giselle,Sacon,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",120 - 25,120 - 1000000,VP of Accounting,
Graeme,Newhouse,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",121 - 25,121 - 1000000,VP of Accounting,
Guillermo,Garcia,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",122 - 25,122 - 1000000,VP of Accounting,
Harris,Gignilliat,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",123 - 25,123 - 1000000,VP of Accounting,
Judy,Morris,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",124 - 25,124 - 1000000,VP of Accounting,
Jim,Yurak,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",125 - 25,125 - 1000000,VP of Accounting,
Jackie,Groves,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",126 - 25,126 - 1000000,VP of Accounting,
James,Willers,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",127 - 25,127 - 1000000,VP of Accounting,
Janet,Mull,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",128 - 25,128 - 1000000,VP of Accounting,
Jason,Rickoff,Vice President of Accounting,dianne.bascom@uni.edu,ZoomSystems,www.zoomsystems.com,1.415.400.8000,"22 4th St San Francisco, CA94103-3148",San Francisco,New York,CA,94103-3148,United States,"Media & Entertainment, Media & Entertainment Other Retail, Department Stores Computers & Electronics, Audio, Video and Photography",129 - 25,129 - 1000000,VP of Accounting,
John,Deluccia,Vice President of Accounting,dianne.bascom@uni.edu,SWBC,www.swbc.com,1.210.525.1241,"9311 San Pedro Ave San Antonio, TX78216-4459",San Antonio,New York,TX,78216-4459,United States,"Financial Services, Insurance and Risk Management",130 - 25,130 - 1000000,VP of Accounting,
Jerad,Chao,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",131 - 25,131 - 1000000,VP of Accounting,
Joel,Mallery,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",132 - 25,132 - 1000000,VP of Accounting,
John,Luby,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",133 - 25,133 - 1000000,VP of Accounting,
John,Masor,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",134 - 25,134 - 1000000,VP of Accounting,
Jolie,Calella,Vice President of Accounting,dianne.bascom@uni.edu,UBS Global Asset Management,www.ubs.com,1.212.713.2000,1285 Avenue Of The Americas,New York,New York,NY,10019-6031,United States,"Financial Services, Personal Financial Planning and Private Banking Financial Services, Investment Banking and Venture Capital",135 - 25,135 - 1000000,VP of Accounting,
